state,sa4Name,lgaName,nationalRemoteness,nationalRoadType,locationID
WA,Western Australia - Outback (South),Carnarvon,Very Remote Australia,National or State Highway,WA_Carnarvon_Western_Australia___Outback_(South)
NSW,Sydney - Inner West,Canada Bay,Major Cities of Australia,National or State Highway,NSW_Canada_Bay_Sydney___Inner_West
WA,Western Australia - Outback (South),Carnamah,Remote Australia,National or State Highway,WA_Carnamah_Western_Australia___Outback_(South)
TAS,West and North West,Kentish,Outer Regional Australia,Arterial Road,TAS_Kentish_West_and_North_West
VIC,Melbourne - Outer East,Manningham,Major Cities of Australia,Local Road,VIC_Manningham_Melbourne___Outer_East
WA,Western Australia - Wheat Belt,Kellerberrin,Outer Regional Australia,National or State Highway,WA_Kellerberrin_Western_Australia___Wheat_Belt
SA,Adelaide - West,West Torrens,Major Cities of Australia,Local Road,SA_West_Torrens_Adelaide___West
WA,Perth - North East,Kalamunda,Inner Regional Australia,Arterial Road,WA_Kalamunda_Perth___North_East
QLD,Darling Downs - Maranoa,Balonne,Very Remote Australia,Local Road,QLD_Balonne_Darling_Downs___Maranoa
QLD,Townsville,Burdekin,Outer Regional Australia,Access road,QLD_Burdekin_Townsville
NSW,Sydney - Inner South West,Georges River,Major Cities of Australia,National or State Highway,NSW_Georges_River_Sydney___Inner_South_West
QLD,Moreton Bay - North,Moreton Bay,Inner Regional Australia,Local Road,QLD_Moreton_Bay_Moreton_Bay___North
QLD,Queensland - Outback,Barcoo,Very Remote Australia,Sub-arterial Road,QLD_Barcoo_Queensland___Outback
VIC,Hume,Alpine,Outer Regional Australia,Access road,VIC_Alpine_Hume
SA,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Inner Regional Australia,Arterial Road,SA_Clare_and_Gilbert_Valleys_Barossa___Yorke___Mid_North
NSW,Far West and Orana,Unincorporated NSW,Remote Australia,Arterial Road,NSW_Unincorporated_NSW_Far_West_and_Orana
NT,Northern Territory - Outback,Alice Springs,Remote Australia,Arterial Road,NT_Alice_Springs_Northern_Territory___Outback
NSW,Murray,Murray River,Remote Australia,National or State Highway,NSW_Murray_River_Murray
NSW,Capital Region,Hilltops,Inner Regional Australia,Sub-arterial Road,NSW_Hilltops_Capital_Region
NSW,Sydney - Baulkham Hills and Hawkesbury,The Hills,Major Cities of Australia,National or State Highway,NSW_The_Hills_Sydney___Baulkham_Hills_and_Hawkesbury
TAS,Launceston and North East,West Tamar,Outer Regional Australia,Local Road,TAS_West_Tamar_Launceston_and_North_East
VIC,Melbourne - Inner,Melbourne,Major Cities of Australia,National or State Highway,VIC_Melbourne_Melbourne___Inner
NSW,Sydney - Inner West,Strathfield,Major Cities of Australia,National or State Highway,NSW_Strathfield_Sydney___Inner_West
VIC,Ballarat,Ararat,Inner Regional Australia,National or State Highway,VIC_Ararat_Ballarat
VIC,Melbourne - North East,Banyule,Major Cities of Australia,Access road,VIC_Banyule_Melbourne___North_East
QLD,Cairns,Tablelands,Remote Australia,Local Road,QLD_Tablelands_Cairns
WA,Western Australia - Wheat Belt,Northam,Inner Regional Australia,Arterial Road,WA_Northam_Western_Australia___Wheat_Belt
NT,Northern Territory - Outback,Wagait,Remote Australia,Sub-arterial Road,NT_Wagait_Northern_Territory___Outback
QLD,Queensland - Outback,Weipa,Very Remote Australia,Local Road,QLD_Weipa_Queensland___Outback
NSW,Riverina,Snowy Valleys,Inner Regional Australia,Arterial Road,NSW_Snowy_Valleys_Riverina
WA,Western Australia - Wheat Belt,Cunderdin,Outer Regional Australia,Local Road,WA_Cunderdin_Western_Australia___Wheat_Belt
QLD,Moreton Bay - North,Somerset,Inner Regional Australia,Sub-arterial Road,QLD_Somerset_Moreton_Bay___North
NSW,New England and North West,Uralla,Inner Regional Australia,Access road,NSW_Uralla_New_England_and_North_West
QLD,Mackay - Isaac - Whitsunday,Isaac,Remote Australia,Collector Road,QLD_Isaac_Mackay___Isaac___Whitsunday
VIC,Melbourne - West,Wyndham,Inner Regional Australia,Arterial Road,VIC_Wyndham_Melbourne___West
NSW,Newcastle and Lake Macquarie,Newcastle,Major Cities of Australia,Sub-arterial Road,NSW_Newcastle_Newcastle_and_Lake_Macquarie
NSW,Far West and Orana,Central Darling,Very Remote Australia,Sub-arterial Road,NSW_Central_Darling_Far_West_and_Orana
NSW,Sydney - City and Inner South,Sydney,Major Cities of Australia,Access road,NSW_Sydney_Sydney___City_and_Inner_South
QLD,Townsville,Burdekin,Outer Regional Australia,Sub-arterial Road,QLD_Burdekin_Townsville
SA,Adelaide - North,Barossa,Major Cities of Australia,Collector Road,SA_Barossa_Adelaide___North
VIC,Ballarat,Pyrenees,Outer Regional Australia,Arterial Road,VIC_Pyrenees_Ballarat
QLD,Queensland - Outback,Pormpuraaw,Very Remote Australia,Local Road,QLD_Pormpuraaw_Queensland___Outback
WA,Western Australia - Wheat Belt,Wandering,Outer Regional Australia,National or State Highway,WA_Wandering_Western_Australia___Wheat_Belt
SA,Barossa - Yorke - Mid North,Mount Remarkable,Outer Regional Australia,Sub-arterial Road,SA_Mount_Remarkable_Barossa___Yorke___Mid_North
WA,Western Australia - Wheat Belt,Quairading,Outer Regional Australia,Local Road,WA_Quairading_Western_Australia___Wheat_Belt
VIC,Ballarat,Ballarat,Inner Regional Australia,Collector Road,VIC_Ballarat_Ballarat
SA,South Australia - South East,Kangaroo Island,Remote Australia,Collector Road,SA_Kangaroo_Island_South_Australia___South_East
WA,Western Australia - Wheat Belt,Wongan-Ballidu,Outer Regional Australia,Arterial Road,WA_Wongan_Ballidu_Western_Australia___Wheat_Belt
WA,Western Australia - Outback (North),Karratha,Very Remote Australia,National or State Highway,WA_Karratha_Western_Australia___Outback_(North)
NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Major Cities of Australia,Sub-arterial Road,NSW_Blue_Mountains_Sydney___Outer_West_and_Blue_Mountains
NT,Northern Territory - Outback,Victoria Daly,Remote Australia,Arterial Road,NT_Victoria_Daly_Northern_Territory___Outback
NSW,Far West and Orana,Bourke,Very Remote Australia,Arterial Road,NSW_Bourke_Far_West_and_Orana
QLD,Brisbane Inner City,Brisbane,Major Cities of Australia,Access road,QLD_Brisbane_Brisbane_Inner_City
NSW,Riverina,Leeton,Outer Regional Australia,Arterial Road,NSW_Leeton_Riverina
NSW,Central West,Bathurst,Outer Regional Australia,Arterial Road,NSW_Bathurst_Central_West
SA,South Australia - South East,Coorong,Inner Regional Australia,National or State Highway,SA_Coorong_South_Australia___South_East
SA,South Australia - Outback,Whyalla,Outer Regional Australia,Collector Road,SA_Whyalla_South_Australia___Outback
WA,Perth - South West,Fremantle,Major Cities of Australia,Arterial Road,WA_Fremantle_Perth___South_West
VIC,Geelong,Surf Coast,Inner Regional Australia,National or State Highway,VIC_Surf_Coast_Geelong
QLD,Brisbane - East,Redland,Remote Australia,Access road,QLD_Redland_Brisbane___East
TAS,Launceston and North East,Meander Valley,Outer Regional Australia,Arterial Road,TAS_Meander_Valley_Launceston_and_North_East
NSW,Richmond - Tweed,Tweed,Major Cities of Australia,Sub-arterial Road,NSW_Tweed_Richmond___Tweed
QLD,Darling Downs - Maranoa,Western Downs,Remote Australia,Local Road,QLD_Western_Downs_Darling_Downs___Maranoa
SA,Adelaide - Central and Hills,Burnside,Major Cities of Australia,Arterial Road,SA_Burnside_Adelaide___Central_and_Hills
NSW,Central West,Blayney,Inner Regional Australia,Arterial Road,NSW_Blayney_Central_West
NSW,Sydney - Eastern Suburbs,Sydney,Major Cities of Australia,Collector Road,NSW_Sydney_Sydney___Eastern_Suburbs
WA,Western Australia - Wheat Belt,Kellerberrin,Outer Regional Australia,Local Road,WA_Kellerberrin_Western_Australia___Wheat_Belt
WA,Western Australia - Wheat Belt,Victoria Plains,Outer Regional Australia,National or State Highway,WA_Victoria_Plains_Western_Australia___Wheat_Belt
VIC,North West,Gannawarra,Outer Regional Australia,Arterial Road,VIC_Gannawarra_North_West
NSW,Riverina,Cootamundra-Gundagai,Inner Regional Australia,Arterial Road,NSW_Cootamundra_Gundagai_Riverina
WA,Western Australia - Wheat Belt,Moora,Outer Regional Australia,Arterial Road,WA_Moora_Western_Australia___Wheat_Belt
NSW,Sydney - North Sydney and Hornsby,Hornsby,Major Cities of Australia,Arterial Road,NSW_Hornsby_Sydney___North_Sydney_and_Hornsby
NSW,Coffs Harbour - Grafton,Richmond Valley,Outer Regional Australia,Arterial Road,NSW_Richmond_Valley_Coffs_Harbour___Grafton
VIC,North West,Horsham,Outer Regional Australia,Arterial Road,VIC_Horsham_North_West
VIC,Warrnambool and South West,Colac Otway,Inner Regional Australia,National or State Highway,VIC_Colac_Otway_Warrnambool_and_South_West
TAS,Hobart,Derwent Valley,Inner Regional Australia,Collector Road,TAS_Derwent_Valley_Hobart
NSW,Hunter Valley exc Newcastle,Upper Hunter,Inner Regional Australia,National or State Highway,NSW_Upper_Hunter_Hunter_Valley_exc_Newcastle
VIC,Melbourne - Inner,Yarra,Major Cities of Australia,Local Road,VIC_Yarra_Melbourne___Inner
SA,South Australia - South East,Coorong,Outer Regional Australia,Arterial Road,SA_Coorong_South_Australia___South_East
TAS,West and North West,West Coast,Remote Australia,Sub-arterial Road,TAS_West_Coast_West_and_North_West
NSW,Coffs Harbour - Grafton,Clarence Valley,Outer Regional Australia,National or State Highway,NSW_Clarence_Valley_Coffs_Harbour___Grafton
QLD,Ipswich,Brisbane,Major Cities of Australia,Pedestrian Thoroughfare,QLD_Brisbane_Ipswich
VIC,Hume,Unincorporated Vic,Outer Regional Australia,Arterial Road,VIC_Unincorporated_Vic_Hume
WA,Bunbury,Augusta Margaret River,Inner Regional Australia,National or State Highway,WA_Augusta_Margaret_River_Bunbury
VIC,Hume,Alpine,Outer Regional Australia,Local Road,VIC_Alpine_Hume
VIC,Melbourne - West,Melton,Inner Regional Australia,Arterial Road,VIC_Melton_Melbourne___West
NSW,Sydney - Outer West and Blue Mountains,Penrith,Inner Regional Australia,Local Road,NSW_Penrith_Sydney___Outer_West_and_Blue_Mountains
NSW,Sydney - Parramatta,Canterbury-Bankstown,Major Cities of Australia,Collector Road,NSW_Canterbury_Bankstown_Sydney___Parramatta
VIC,Hume,Greater Shepparton,Inner Regional Australia,National or State Highway,VIC_Greater_Shepparton_Hume
SA,South Australia - South East,Coorong,Inner Regional Australia,Arterial Road,SA_Coorong_South_Australia___South_East
WA,Perth - South East,Kalamunda,Major Cities of Australia,Local Road,WA_Kalamunda_Perth___South_East
NT,Northern Territory - Outback,East Arnhem,Very Remote Australia,Access road,NT_East_Arnhem_Northern_Territory___Outback
NSW,Hunter Valley exc Newcastle,Maitland,Inner Regional Australia,Arterial Road,NSW_Maitland_Hunter_Valley_exc_Newcastle
NSW,Hunter Valley exc Newcastle,Dungog,Inner Regional Australia,Arterial Road,NSW_Dungog_Hunter_Valley_exc_Newcastle
NT,Northern Territory - Outback,Alice Springs,Remote Australia,Local Road,NT_Alice_Springs_Northern_Territory___Outback
WA,Western Australia - Wheat Belt,Chittering,Outer Regional Australia,Arterial Road,WA_Chittering_Western_Australia___Wheat_Belt
TAS,Hobart,Kingborough,Inner Regional Australia,National or State Highway,TAS_Kingborough_Hobart
NSW,Far West and Orana,Bogan,Remote Australia,Arterial Road,NSW_Bogan_Far_West_and_Orana
VIC,Melbourne - North East,Whittlesea,Inner Regional Australia,Local Road,VIC_Whittlesea_Melbourne___North_East
QLD,Logan - Beaudesert,Logan,Inner Regional Australia,Collector Road,QLD_Logan_Logan___Beaudesert
NSW,Riverina,Murrumbidgee,Outer Regional Australia,Arterial Road,NSW_Murrumbidgee_Riverina
NSW,Mid North Coast,Port Macquarie-Hastings,Outer Regional Australia,Sub-arterial Road,NSW_Port_Macquarie_Hastings_Mid_North_Coast
WA,Perth - South East,South Perth,Major Cities of Australia,Local Road,WA_South_Perth_Perth___South_East
QLD,Townsville,Palm Island,Remote Australia,Local Road,QLD_Palm_Island_Townsville
WA,Western Australia - Outback (North),Broome,Very Remote Australia,National or State Highway,WA_Broome_Western_Australia___Outback_(North)
VIC,Melbourne - Outer East,Manningham,Major Cities of Australia,Arterial Road,VIC_Manningham_Melbourne___Outer_East
VIC,Warrnambool and South West,Moyne,Outer Regional Australia,Sub-arterial Road,VIC_Moyne_Warrnambool_and_South_West
VIC,Melbourne - Inner South,Stonnington,Major Cities of Australia,Collector Road,VIC_Stonnington_Melbourne___Inner_South
NSW,Riverina,Leeton,Outer Regional Australia,Sub-arterial Road,NSW_Leeton_Riverina
VIC,Warrnambool and South West,Corangamite,Outer Regional Australia,Local Road,VIC_Corangamite_Warrnambool_and_South_West
TAS,Launceston and North East,Meander Valley,Inner Regional Australia,Arterial Road,TAS_Meander_Valley_Launceston_and_North_East
WA,Western Australia - Outback (South),Perenjori,Remote Australia,Arterial Road,WA_Perenjori_Western_Australia___Outback_(South)
NSW,Murray,Edward River,Outer Regional Australia,National or State Highway,NSW_Edward_River_Murray
VIC,North West,Ararat,Outer Regional Australia,Arterial Road,VIC_Ararat_North_West
SA,South Australia - Outback,Streaky Bay,Very Remote Australia,Arterial Road,SA_Streaky_Bay_South_Australia___Outback
NSW,Sydney - Sutherland,Sutherland,Inner Regional Australia,Sub-arterial Road,NSW_Sutherland_Sydney___Sutherland
WA,Western Australia - Wheat Belt,York,Inner Regional Australia,Local Road,WA_York_Western_Australia___Wheat_Belt
VIC,Melbourne - Inner South,Monash,Major Cities of Australia,Local Road,VIC_Monash_Melbourne___Inner_South
VIC,Melbourne - Inner East,Whitehorse,Major Cities of Australia,Arterial Road,VIC_Whitehorse_Melbourne___Inner_East
NSW,Central West,Parkes,Outer Regional Australia,Local Road,NSW_Parkes_Central_West
SA,Adelaide - Central and Hills,Burnside,Major Cities of Australia,Sub-arterial Road,SA_Burnside_Adelaide___Central_and_Hills
NT,Northern Territory - Outback,West Daly,Very Remote Australia,Access road,NT_West_Daly_Northern_Territory___Outback
NSW,Far West and Orana,Warrumbungle,Outer Regional Australia,Access road,NSW_Warrumbungle_Far_West_and_Orana
WA,Bunbury,Capel,Inner Regional Australia,Arterial Road,WA_Capel_Bunbury
WA,Perth - Inner,Mosman Park,Major Cities of Australia,National or State Highway,WA_Mosman_Park_Perth___Inner
SA,Adelaide - North,Playford,Inner Regional Australia,National or State Highway,SA_Playford_Adelaide___North
TAS,West and North West,Central Coast (Tas.),Outer Regional Australia,Collector Road,TAS_Central_Coast_(Tas.)_West_and_North_West
SA,South Australia - South East,Loxton Waikerie,Outer Regional Australia,Access road,SA_Loxton_Waikerie_South_Australia___South_East
QLD,Queensland - Outback,Murweh,Very Remote Australia,National or State Highway,QLD_Murweh_Queensland___Outback
VIC,Shepparton,Campaspe,Inner Regional Australia,Collector Road,VIC_Campaspe_Shepparton
VIC,Melbourne - Inner South,Kingston (Vic.),Major Cities of Australia,Collector Road,VIC_Kingston_(Vic.)_Melbourne___Inner_South
NSW,Far West and Orana,Unincorporated NSW,Very Remote Australia,Sub-arterial Road,NSW_Unincorporated_NSW_Far_West_and_Orana
NSW,Central West,Bland,Outer Regional Australia,Arterial Road,NSW_Bland_Central_West
NSW,Murray,Wentworth,Remote Australia,Local Road,NSW_Wentworth_Murray
VIC,Melbourne - South East,Greater Dandenong,Major Cities of Australia,Sub-arterial Road,VIC_Greater_Dandenong_Melbourne___South_East
NSW,Hunter Valley exc Newcastle,Singleton,Outer Regional Australia,Local Road,NSW_Singleton_Hunter_Valley_exc_Newcastle
NSW,Richmond - Tweed,Tweed,Inner Regional Australia,Access road,NSW_Tweed_Richmond___Tweed
QLD,Queensland - Outback,Carpentaria,Very Remote Australia,Sub-arterial Road,QLD_Carpentaria_Queensland___Outback
VIC,Hume,Indigo,Inner Regional Australia,Sub-arterial Road,VIC_Indigo_Hume
WA,Perth - South West,Melville,Major Cities of Australia,Arterial Road,WA_Melville_Perth___South_West
WA,Western Australia - Wheat Belt,Narrogin,Outer Regional Australia,Local Road,WA_Narrogin_Western_Australia___Wheat_Belt
NSW,Riverina,Carrathool,Remote Australia,National or State Highway,NSW_Carrathool_Riverina
TAS,Hobart,Brighton,Inner Regional Australia,Collector Road,TAS_Brighton_Hobart
NT,Northern Territory - Outback,MacDonnell,Remote Australia,Sub-arterial Road,NT_MacDonnell_Northern_Territory___Outback
NSW,Hunter Valley exc Newcastle,Dungog,Inner Regional Australia,Sub-arterial Road,NSW_Dungog_Hunter_Valley_exc_Newcastle
NSW,New England and North West,Glen Innes Severn,Outer Regional Australia,Local Road,NSW_Glen_Innes_Severn_New_England_and_North_West
SA,Adelaide - West,West Torrens,Major Cities of Australia,National or State Highway,SA_West_Torrens_Adelaide___West
WA,Western Australia - Wheat Belt,Merredin,Remote Australia,Local Road,WA_Merredin_Western_Australia___Wheat_Belt
TAS,South East,Derwent Valley,Outer Regional Australia,Sub-arterial Road,TAS_Derwent_Valley_South_East
VIC,Melbourne - North East,Murrindindi,Inner Regional Australia,Arterial Road,VIC_Murrindindi_Melbourne___North_East
SA,Adelaide - Central and Hills,Burnside,Major Cities of Australia,Collector Road,SA_Burnside_Adelaide___Central_and_Hills
NSW,Murray,Berrigan,Outer Regional Australia,Local Road,NSW_Berrigan_Murray
TAS,Hobart,Clarence,Inner Regional Australia,Local Road,TAS_Clarence_Hobart
TAS,Launceston and North East,Launceston,Inner Regional Australia,Sub-arterial Road,TAS_Launceston_Launceston_and_North_East
NT,Northern Territory - Outback,Unincorporated NT,Very Remote Australia,Sub-arterial Road,NT_Unincorporated_NT_Northern_Territory___Outback
NSW,Richmond - Tweed,Kyogle,Inner Regional Australia,Local Road,NSW_Kyogle_Richmond___Tweed
WA,Western Australia - Wheat Belt,Westonia,Remote Australia,National or State Highway,WA_Westonia_Western_Australia___Wheat_Belt
