state,remoteness,sa4_name,lga_name,road_type,speed_limit,location_id
NSW,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Local Road,80,2600
NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Sub-arterial Road,60,2601
NSW,Inner Regional Australia,Central West,Bathurst,Sub-arterial Road,100,2602
WA,Outer Regional Australia,Bunbury,Manjimup,Local Road,60,2603
WA,Major Cities of Australia,Perth - South West,Rockingham,National or State Highway,100,2604
QLD,Remote Australia,Queensland - Outback,Mount Isa,Sub-arterial Road,50,2605
SA,Very Remote Australia,South Australia - Outback,Wudinna,Local Road,100,2606
WA,Major Cities of Australia,Perth - South East,Armadale,Local Road,60,2607
QLD,Inner Regional Australia,Wide Bay,Gympie,Access road,100,2608
NSW,Outer Regional Australia,New England and North West,Walcha,National or State Highway,70,2609
VIC,Inner Regional Australia,Warrnambool and South West,Warrnambool,Arterial Road,100,2610
VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,Local Road,100,2611
QLD,Inner Regional Australia,Brisbane - West,Brisbane,Sub-arterial Road,70,2612
VIC,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,Local Road,50,2613
VIC,Major Cities of Australia,Melbourne - Inner,Darebin,Sub-arterial Road,60,2614
WA,Remote Australia,Western Australia - Wheat Belt,Corrigin,National or State Highway,110,2615
NSW,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,Sub-arterial Road,60,2616
SA,Very Remote Australia,South Australia - Outback,Anangu Pitjantjatjara Yankunytjatjara,Local Road,100,2617
VIC,Inner Regional Australia,North West,Northern Grampians,Local Road,100,2618
WA,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley,National or State Highway,80,2619
NSW,Outer Regional Australia,Riverina,Temora,Arterial Road,100,2620
SA,Very Remote Australia,South Australia - Outback,Elliston,Arterial Road,110,2621
VIC,Inner Regional Australia,Shepparton,Greater Shepparton,National or State Highway,80,2622
SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Collector Road,100,2623
SA,Outer Regional Australia,South Australia - South East,Renmark Paringa,Collector Road,80,2624
WA,Major Cities of Australia,Perth - South West,Fremantle,Local Road,60,2625
VIC,Outer Regional Australia,North West,Mildura,Local Road,40,2626
WA,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay,Arterial Road,110,2627
NSW,Outer Regional Australia,Central West,Parkes,Sub-arterial Road,100,2628
SA,Very Remote Australia,South Australia - Outback,Streaky Bay,Sub-arterial Road,100,2629
QLD,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Local Road,50,2630
SA,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder,Sub-arterial Road,110,2631
SA,Inner Regional Australia,Barossa - Yorke - Mid North,Adelaide Plains,Local Road,110,2632
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,80,2633
NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,90,2634
NSW,Outer Regional Australia,Riverina,Federation,Sub-arterial Road,100,2635
NSW,Outer Regional Australia,New England and North West,Inverell,National or State Highway,50,2636
NSW,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,50,2637
VIC,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,National or State Highway,70,2638
SA,Major Cities of Australia,Adelaide - South,Holdfast Bay,Collector Road,50,2639
VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Local Road,40,2640
VIC,Inner Regional Australia,Warrnambool and South West,Southern Grampians,Local Road,50,2641
WA,Outer Regional Australia,Western Australia - Wheat Belt,Victoria Plains,Arterial Road,110,2642
QLD,Inner Regional Australia,Ipswich,Somerset,Collector Road,80,2643
QLD,Outer Regional Australia,Cairns,Mareeba,National or State Highway,80,2644
NSW,Inner Regional Australia,Central West,Cabonne,Sub-arterial Road,100,2645
TAS,Inner Regional Australia,Hobart,Clarence,National or State Highway,100,2646
SA,Inner Regional Australia,South Australia - South East,Murray Bridge,Arterial Road,100,2647
VIC,Major Cities of Australia,Mornington Peninsula,Frankston,National or State Highway,70,2648
NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,80,2649
NSW,Major Cities of Australia,Sydney - Ryde,Hornsby,Local Road,50,2650
WA,Remote Australia,Western Australia - Outback (South),Northampton,Arterial Road,90,2651
NSW,Major Cities of Australia,Illawarra,Wollongong,Collector Road,60,2652
NT,Outer Regional Australia,Darwin,Palmerston,Arterial Road,70,2653
QLD,Major Cities of Australia,Brisbane - East,Redland,Sub-arterial Road,90,2654
WA,Major Cities of Australia,Perth - South West,Melville,National or State Highway,80,2655
NSW,Major Cities of Australia,Capital Region,Yass Valley,Sub-arterial Road,100,2656
TAS,Outer Regional Australia,South East,Huon Valley,Sub-arterial Road,50,2657
NSW,Remote Australia,Central West,Lachlan,Local Road,100,2658
NSW,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,50,2659
NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Arterial Road,70,2660
WA,Outer Regional Australia,Bunbury,Bridgetown-Greenbushes,National or State Highway,110,2661
WA,Inner Regional Australia,Bunbury,Harvey,Arterial Road,60,2662
WA,Major Cities of Australia,Perth - South West,Rockingham,Local Road,50,2663
SA,Remote Australia,South Australia - Outback,Lower Eyre Peninsula,Arterial Road,110,2664
QLD,Very Remote Australia,Queensland - Outback,Longreach,Local Road,50,2665
VIC,Inner Regional Australia,Bendigo,Mount Alexander,Sub-arterial Road,100,2666
SA,Remote Australia,South Australia - South East,Kangaroo Island,Access road,110,2667
QLD,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs,Sub-arterial Road,100,2668
NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway,100,2669
NSW,Major Cities of Australia,Sydney - City and Inner South,Bayside (NSW),National or State Highway,70,2670
NT,Outer Regional Australia,Darwin,Unincorporated NT,Arterial Road,100,2671
QLD,Outer Regional Australia,Queensland - Outback,Mareeba,Local Road,50,2672
VIC,Outer Regional Australia,Warrnambool and South West,Moyne,Arterial Road,100,2673
QLD,Inner Regional Australia,Ipswich,Somerset,National or State Highway,80,2674
NSW,Outer Regional Australia,Riverina,Temora,Local Road,100,2675
SA,Remote Australia,South Australia - Outback,Kimba,National or State Highway,110,2676
QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac,Local Road,100,2677
SA,Inner Regional Australia,South Australia - South East,Alexandrina,Local Road,80,2678
QLD,Outer Regional Australia,Cairns,Tablelands,National or State Highway,40,2679
VIC,Inner Regional Australia,Shepparton,Moira,Local Road,100,2680
NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Local Road,50,2681
NSW,Major Cities of Australia,Illawarra,Shellharbour,Collector Road,60,2682
WA,Major Cities of Australia,Perth - South East,Victoria Park,Arterial Road,50,2683
WA,Inner Regional Australia,Bunbury,Busselton,Local Road,100,2684
VIC,Inner Regional Australia,Ballarat,Central Goldfields,National or State Highway,50,2685
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,90,2686
QLD,Major Cities of Australia,Ipswich,Ipswich,Collector Road,70,2687
QLD,Major Cities of Australia,Brisbane - East,Brisbane,National or State Highway,10,2688
TAS,Outer Regional Australia,West and North West,Devonport,Local Road,60,2689
WA,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton,National or State Highway,70,2690
VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,Arterial Road,100,2691
TAS,Outer Regional Australia,South East,Huon Valley,National or State Highway,100,2692
NSW,Major Cities of Australia,Sydney - Outer South West,Wollondilly,National or State Highway,110,2693
WA,Major Cities of Australia,Perth - South East,Armadale,Local Road,80,2694
VIC,Outer Regional Australia,North West,Horsham,National or State Highway,80,2695
WA,Inner Regional Australia,Bunbury,Harvey,National or State Highway,110,2696
NSW,Outer Regional Australia,Central West,Mid-Western,Sub-arterial Road,60,2697
VIC,Major Cities of Australia,Melbourne - North East,Darebin,Local Road,50,2698
WA,Major Cities of Australia,Perth - South West,Rockingham,Local Road,60,2699
VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Collector Road,50,2700
VIC,Inner Regional Australia,Ballarat,Central Goldfields,Local Road,100,2701
NSW,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,Sub-arterial Road,100,2702
VIC,Inner Regional Australia,Ballarat,Hepburn,Access road,50,2703
WA,Outer Regional Australia,Western Australia - Wheat Belt,Katanning,Arterial Road,110,2704
VIC,Inner Regional Australia,Latrobe - Gippsland,Bass Coast,Arterial Road,100,2705
VIC,Inner Regional Australia,Ballarat,Hepburn,Access road,60,2706
NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Collector Road,40,2707
TAS,Inner Regional Australia,Hobart,Glenorchy,Arterial Road,80,2708
SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Local Road,50,2709
NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Local Road,50,2710
WA,Remote Australia,Western Australia - Wheat Belt,Jerramungup,Arterial Road,110,2711
VIC,Major Cities of Australia,Melbourne - South East,Kingston (Vic.),Collector Road,60,2712
NSW,Outer Regional Australia,Central West,Warrumbungle,Sub-arterial Road,100,2713
SA,Remote Australia,South Australia - South East,Southern Mallee,Arterial Road,110,2714
WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,National or State Highway,100,2715
QLD,Outer Regional Australia,Cairns,Mareeba,Local Road,100,2716
NSW,Major Cities of Australia,Capital Region,Queanbeyan-Palerang,Local Road,70,2717
VIC,Inner Regional Australia,Melbourne - North East,Murrindindi,Local Road,80,2718
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,100,2719
SA,Major Cities of Australia,Adelaide - West,Charles Sturt,Collector Road,60,2720
NSW,Inner Regional Australia,Richmond - Tweed,Lismore,Arterial Road,100,2721
VIC,Inner Regional Australia,Bendigo,Greater Bendigo,Arterial Road,80,2722
NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,Local Road,50,2723
WA,Remote Australia,Western Australia - Outback (South),Carnamah,Arterial Road,110,2724
WA,Major Cities of Australia,Perth - South West,Cockburn,National or State Highway,100,2725
NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,80,2726
TAS,Outer Regional Australia,South East,Derwent Valley,Local Road,80,2727
VIC,Inner Regional Australia,Ballarat,Hepburn,Sub-arterial Road,80,2728
WA,Very Remote Australia,Western Australia - Outback (South),Coolgardie,Local Road,80,2729
SA,Outer Regional Australia,South Australia - South East,Kingston (SA),Arterial Road,100,2730
SA,Outer Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Arterial Road,100,2731
WA,Inner Regional Australia,Bunbury,Dardanup,Local Road,80,2732
TAS,Outer Regional Australia,South East,Kingborough,Local Road,60,2733
NSW,Inner Regional Australia,Mid North Coast,Nambucca Valley,Arterial Road,90,2734
WA,Very Remote Australia,Western Australia - Outback (North),Ashburton,Arterial Road,110,2735
QLD,Inner Regional Australia,Ipswich,Lockyer Valley,Local Road,60,2736
QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,National or State Highway,80,2737
NT,Very Remote Australia,Northern Territory - Outback,Victoria Daly,Sub-arterial Road,110,2738
NSW,Inner Regional Australia,Central West,Bathurst,Arterial Road,100,2739
QLD,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday,Sub-arterial Road,100,2740
WA,Remote Australia,Western Australia - Outback (North),Karratha,Arterial Road,90,2741
SA,Very Remote Australia,South Australia - Outback,Ceduna,National or State Highway,80,2742
WA,Outer Regional Australia,Western Australia - Wheat Belt,West Arthur,Arterial Road,110,2743
NT,Remote Australia,Northern Territory - Outback,Alice Springs,Collector Road,60,2744
SA,Major Cities of Australia,Adelaide - North,Playford,Arterial Road,60,2745
SA,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,Collector Road,100,2746
NSW,Inner Regional Australia,Mid North Coast,Nambucca Valley,Local Road,100,2747
NSW,Outer Regional Australia,Capital Region,Snowy Monaro,National or State Highway,100,2748
VIC,Major Cities of Australia,Melbourne - West,Wyndham,National or State Highway,100,2749
VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Sub-arterial Road,100,2750
VIC,Major Cities of Australia,Melbourne - West,Brimbank,Local Road,60,2751
QLD,Major Cities of Australia,Sunshine Coast,Noosa,Sub-arterial Road,40,2752
WA,Very Remote Australia,Western Australia - Outback (North),Wyndham-East Kimberley,Local Road,110,2753
NSW,Outer Regional Australia,Central West,Mid-Western,Arterial Road,80,2754
SA,Major Cities of Australia,Adelaide - North,Playford,Local Road,60,2755
NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Local Road,80,2756
VIC,Inner Regional Australia,North West,Ararat,National or State Highway,60,2757
WA,Major Cities of Australia,Perth - Inner,Perth,Arterial Road,50,2758
SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway,100,2759
NSW,Major Cities of Australia,Illawarra,Shellharbour,Collector Road,40,2760
WA,Inner Regional Australia,Bunbury,Augusta Margaret River,Local Road,50,2761
VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,Collector Road,50,2762
WA,Inner Regional Australia,Bunbury,Capel,Local Road,80,2763
WA,Major Cities of Australia,Perth - Inner,Cambridge,Arterial Road,60,2764
NSW,Inner Regional Australia,Riverina,Cootamundra-Gundagai,National or State Highway,110,2765
SA,Inner Regional Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,80,2766
VIC,Major Cities of Australia,Melbourne - West,Moorabool,Local Road,50,2767
QLD,Outer Regional Australia,Cairns,Cairns,Collector Road,100,2768
NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,National or State Highway,100,2769
VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Local Road,60,2770
QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway,110,2771
QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road,110,2772
SA,Outer Regional Australia,South Australia - South East,Mount Gambier,Collector Road,50,2773
VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Local Road,100,2774
SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Access road,100,2775
WA,Major Cities of Australia,Perth - South East,Gosnells,Local Road,50,2776
QLD,Outer Regional Australia,Queensland - Outback,Mareeba,Local Road,100,2777
VIC,Inner Regional Australia,Hume,Towong,Arterial Road,100,2778
NSW,Inner Regional Australia,Mid North Coast,Nambucca Valley,Arterial Road,50,2779
QLD,Major Cities of Australia,Brisbane - North,Brisbane,National or State Highway,60,2780
VIC,Inner Regional Australia,Hume,Alpine,National or State Highway,60,2781
VIC,Inner Regional Australia,Ballarat,Ballarat,Local Road,80,2782
NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Sub-arterial Road,100,2783
SA,Inner Regional Australia,South Australia - South East,Yankalilla,Arterial Road,50,2784
QLD,Outer Regional Australia,Wide Bay,Bundaberg,Local Road,100,2785
NSW,Inner Regional Australia,Riverina,Wagga Wagga,Local Road,70,2786
NSW,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road,50,2787
TAS,Outer Regional Australia,West and North West,Devonport,Arterial Road,50,2788
QLD,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Collector Road,80,2789
VIC,Inner Regional Australia,Geelong,Greater Geelong,Arterial Road,100,2790
QLD,Inner Regional Australia,Sunshine Coast,Noosa,Collector Road,80,2791
VIC,Outer Regional Australia,North West,Horsham,Sub-arterial Road,100,2792
SA,Major Cities of Australia,Adelaide - West,Charles Sturt,Local Road,50,2793
